cluster_primary,PooledFundName,AllocationYear,OrganizationName,ProjectTitle,budget_usd,beneficiaries_total,cpb_usd_per_beneficiary,cpb_percentile_in_cluster,z_log10_cpb,flag_iqr_high,flag_z_high,flag_pct_high,flag_beneficiaries_gt_country_pop,outlier_reason,cluster_evidence
Protection,oPt,2015,Norwegian Refugee Council,"Information, Counseling and  Legal Assistance (ICLA) to protect the rights of Palestinians affected by the October 2015 conflict in East Jerusalem",241513.53,242.0,997.9897933884298,0.9880668257756563,2.425200227957837,True,False,False,False,Above IQR upper fence for cluster (>776.45 USD/benef),Protection (keywords: legal)
Nutrition,Lebanon,2015,Food and Agriculture Organization of the United Nations,Improving the nutrition of Syrian refugees and host communities through garden walls,148698.1,150.0,991.3206666666667,0.9871244635193133,2.687757035231657,True,False,False,False,Above IQR upper fence for cluster (>454.63 USD/benef),Nutrition (keywords: nutrition)
Health,Jordan,2019,Jordan paramedic society,"Support secondary and tertiary health care services for priority cases of women, children and elderly at risk living at camps and urban areas in Jordan.",344481.75,351.0,981.4294871794872,0.9872372372372372,2.8952286564492185,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
WASH,oPt,2018,Fundacion Accion Contra El Hambre (Action Against Hunger ),"Emergency response to upgrade the inadequate shelters of vulnerable families in Hebron’s H2 area to protect them from attacks by Israeli military and settlers, as well as from natural hazards.",300000.0,306.0,980.3921568627451,0.9918314703353397,3.167742154295407,True,True,True,False,Above IQR upper fence for cluster (>211.53 USD/benef); Z-score 3.17 (log10 CPB) above cluster mean; 99.2th percentile CPB in cluster (>= 99th),WASH (keywords: well); also matched: Shelter/NFI
Protection,Syria Cross border,2016,National NGO,"Protection main streaming through building capacity of local humanitarian actors and local councils in protection principles, gender equality and IDP protection framework integrated into SRN coordination  platform in eleven geographic areas",339393.3,351.0,966.9324786324786,0.9874701670644391,2.402055013949929,True,False,False,False,Above IQR upper fence for cluster (>776.45 USD/benef),Protection (keywords: protection)
Health,Syria Cross border,2020,National NGO,Improved access for patients with kidney diseases to lifesaving and sustainable health services in the northwest Syria.,440728.99,458.0,962.2903711790393,0.9868618618618619,2.882046759402946,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
WASH,Syria Cross border,2022,International NGO,Envelope 1: Integrated Shelter and WASH assistance to improve dignified living in Idleb,1378704.72,1434.0,961.4398326359833,0.9914015477214101,3.1522167939629737,True,True,True,False,Above IQR upper fence for cluster (>211.53 USD/benef); Z-score 3.15 (log10 CPB) above cluster mean; 99.1th percentile CPB in cluster (>= 99th),WASH (keywords: wash); also matched: Shelter/NFI
Health,Jordan,2016,Jordan paramedic society,"free referral to access to lifesaving, secondary and tertiary care along with access to emergency obstetric, neonatal and child care provided through payment, logistic and other support of referrals to MoH and other facilities",399932.83,427.0,936.6108430913349,0.9864864864864865,2.863942247568557,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: referral)
Health,oPt,2020,Medical Aid for Palestinians,Sustaining Essential Eye Care Services During Health Crisis (COVID-19),349551.45,374.0,934.6295454545455,0.9861111111111112,2.8625248359865574,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Health,Lebanon,2021,Syrian American Medical Society Foundation,"Improve Access to Hospital Care through Top Up Financial Contributions for  900 Lebanese hosts and 100 migrant workers and PPE provision for 5 selected hospitals in T5, Akkar, Bekaa, BML, and South Lebanon",932993.25,1000.0,932.99325,0.9857357357357357,2.8613519701265258,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: hospital)
Nutrition,Somalia,2010,Development Initiatives Access Link,Capacity Building of Nutrition actors to implement emergency and life saving nutritional responses in South Somalia.,138870.0,150.0,925.8,0.9864091559370529,2.6375541318158597,True,False,False,False,Above IQR upper fence for cluster (>454.63 USD/benef),Nutrition (keywords: nutrition)
Health,Lebanon,2024,Caritas Lebanon,"Pillar II: Provision of Health, Food Security, and Protection Assistance to vulnerable communities in Beirut and Mount Lebanon",494971.73,540.0,916.6143148148147,0.9853603603603603,2.8494972010183246,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),"Health (keywords: health); also matched: Food Security, Protection"
Health,Ukraine,2020,Fondation Humanitaire Internationale AICM Ukraine,"""Life saving"" Medical Equipment for the Luhansk Hospitals specialized  in COVID-19.",201195.97,220.0,914.5271363636364,0.984984984984985,2.8479713450084625,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),"Health (keywords: medical, hospital)"
Protection,Lebanon,2020,ABAAD Resource Center For Gender Equality,"Providing Life-saving GBV services during Covid-19 in Mount Lebanon, Bekaa, and North Lebanon to vulnerable women from host and refugee communities.",153513.54,170.0,903.0208235294118,0.986873508353222,2.3519910770150942,True,False,False,False,Above IQR upper fence for cluster (>776.45 USD/benef),Protection (keywords: gbv)
Protection,DRC,2023,Solidarité Féminine pour la Paix et le Développement Intégral,"Renforcement de la protection des survivants VBG et des personnes affectées par les conflits armés des zones de santé de KIROTSHE, KAYNA et ALIMBONGO au Nord-Kivu ",1200000.0,1350.0,888.8888888888889,0.9862768496420048,2.340443230481044,True,False,False,False,Above IQR upper fence for cluster (>776.45 USD/benef),Protection (keywords: protection)
Health,Lebanon,2023,Première Urgence Internationale,"Pillar 1 (100%): Provision of Protection, Shelter, Health services for older persons of all nationalities in Rmoul,  Qoubbe, and Tabbaneh",455000.01,512.0,888.67189453125,0.9846096096096096,2.828775360962977,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),"Health (keywords: health); also matched: Protection, Shelter/NFI"
Protection,Lebanon,2016,ABAAD Resource Center For Gender Equality,Towards institutionalized protection of women and children survivors of Gender Based Violence in Emergency contexts,119907.2,135.0,888.2014814814814,0.9856801909307876,2.3398768461651516,True,False,False,False,Above IQR upper fence for cluster (>776.45 USD/benef),Protection (keywords: protection)
Health,Syria,2020,Al Birr Charity and social services association,Providing health services for people in need in rural of Homs,478092.05,544.0,878.8456801470588,0.9842342342342343,2.821333138555429,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
WASH,Lebanon,2024,Lebanese Association for Popular Action,"Pillar II: Support Live-out Migrants and their Children in the Affected areas in South Lebanon and Displaced in BML through Protection, Shelter, Food Security and WASH",267501.07,305.0,877.0526885245902,0.9909716251074806,3.0791539173683717,True,True,True,False,Above IQR upper fence for cluster (>211.53 USD/benef); Z-score 3.08 (log10 CPB) above cluster mean; 99.1th percentile CPB in cluster (>= 99th),"WASH (keywords: wash); also matched: Food Security, Protection, Shelter/NFI"
WASH,Syria Cross border,2022,International NGO,Integrated Shelter and WASH assistance to improve dignified living in Aleppo (Envelope 1),1217256.43,1398.0,870.7127539341917,0.9905417024935511,3.0733838536907783,True,True,True,False,Above IQR upper fence for cluster (>211.53 USD/benef); Z-score 3.07 (log10 CPB) above cluster mean; 99.1th percentile CPB in cluster (>= 99th),WASH (keywords: wash); also matched: Shelter/NFI
Protection,oPt,2019,Fondazione We World - GVC Onlus,"Reinforce protection capacities of highly-vulnerable and deeply underserved Palestinian households from natural, man-made hazards and conflict escalation",492598.04,567.0,868.7796119929453,0.9850835322195705,2.323690525638343,True,False,False,False,Above IQR upper fence for cluster (>776.45 USD/benef),Protection (keywords: protection)
Nutrition,Sudan,2017,World Health Organization,Nutrition lifesaving service provision through improved quality of SAM Inpatient services including provision of standard package of training and  monitoring in 12 prioritized localities  in 4 states.,150041.88,173.0,867.2941040462428,0.9856938483547926,2.589626988774231,True,False,False,False,Above IQR upper fence for cluster (>454.63 USD/benef),"Nutrition (keywords: nutrition, sam)"
Health,Lebanon,2019,Syrian American Medical Society Foundation,"Provision of financial support for 250 Palestinian Refugees from Lebanon/Syria (children and older persons at risk), and 350 Syrian Refugee Children across Lebanon to improve access to hospital care",512670.81,600.0,854.45135,0.9838588588588588,2.802491431070531,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: hospital)
Health,Lebanon,2025,Caritas Lebanon,Pillar III : Support access to life-saving hospital and referral care for high-risk pregnancies in Lebanon.,354000.0,423.0,836.8794326241135,0.9834834834834835,2.7885828796037146,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),"Health (keywords: hospital, referral)"
Health,Somalia,2015,Save the Children,"Emergency Health Care program in Dobley of Lower Juba in Southern Somalia 				
",247617.99,296.0,836.5472635135135,0.9831081081081081,2.788317157163325,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Health,Jordan,2016,Jordan Health Aid Society International,"Supporting the provision of quality equitable access to Secondary/ life saving healthcare, Emergency obstetric and newborn care and war wounded refugee Girls, Boys, Women and Men in camps.",377669.77,454.0,831.8717400881058,0.9827327327327328,2.7845656833244803,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Education,Jordan,2017,Aurantis Life Line for Development and Training,Life Line Education Center - Eastern Gouta,204522.45,249.0,821.3753012048194,0.9914004914004914,2.3994964903001383,True,False,True,False,Above IQR upper fence for cluster (>683.82 USD/benef); 99.1th percentile CPB in cluster (>= 99th),Education (keywords: education)
Health,Jordan,2020,Jordan paramedic society,"Support secondary and tertiary health care services for vulnerable populations including women, children, older people and people with disabilities among Jordanians and   Syrian refugees  living at camps and urban areas in Jordan",300008.31,369.0,813.030650406504,0.9823573573573574,2.769231503387125,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Health,Syria Cross border,2021,International NGO,Support Al Amal Hospital,836120.84,1029.0,812.5566958211856,0.9819819819819819,2.7688412001911242,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: hospital)
Health,Lebanon,2015,Makassed Philanthropic Islamic Association of Beirut,Maternal and Child Health Services for All,50728.7,63.0,805.2174603174602,0.9816066066066066,2.7627680840606104,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),"Health (keywords: health, maternal)"
Health,oPt,2023,Palestinian Medical Relief Society,"Health Response to Gaza Emergency (US$ 800,000)",800000.0,1000.0,800.0,0.9812312312312312,2.7584169497930704,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Protection,DRC,2016,Centre d'assistance Medico - Psychosocial,"Prise en charge holistique (psychosociale, médicale, réinsertion socio-économique et judiciaire et juridique) de 250 survivant(e)s des violences sexuelles dans les Territoires de Shabunda (Zones de santé de Kalole et Mulungu) et Kalehe (Zones de santé de Bunyakiri et Kalonge)",199997.98,250.0,799.99192,0.9844868735083532,2.2633003191674046,True,False,False,False,Above IQR upper fence for cluster (>776.45 USD/benef),Protection (keywords: psychosocial)
Protection,Nigeria,2021,"CLEAR Global, Inc",Improve information sharing to affected population on protection issues and humanitarian assistance,198663.33,250.0,794.6533199999999,0.983890214797136,2.2583983403922456,True,False,False,False,Above IQR upper fence for cluster (>776.45 USD/benef),Protection (keywords: protection)
Protection,Lebanon,2023,War Child Holland,"Pillar II (100%) Integration of Education (70%) and Child Protection (30%) for 1,270 children and caregivers from host and refugee communities in BML",999934.26,1270.0,787.349811023622,0.9832935560859188,2.2516385408594566,True,False,False,False,Above IQR upper fence for cluster (>776.45 USD/benef),"Protection (keywords: protection, child protection); also matched: Education"
WASH,Syria Cross border,2020,National NGO,Providing life-saving shelter and WASH services to the newly IDPs by establishing a planned camp in the Jarablus area,562409.37,715.0,786.5865314685315,0.9901117798796216,2.992570906198088,True,False,True,False,Above IQR upper fence for cluster (>211.53 USD/benef); 99.0th percentile CPB in cluster (>= 99th),WASH (keywords: wash); also matched: Shelter/NFI
Protection,Lebanon,2021,CARE International in Lebanon,"GBV and humanitarian actors are supported in strengthening their PSEA capacities and in responding to GBV cases (for women, girls and other individuals at risk) in Beirut and North Lebanon.",680927.32,875.0,778.2026514285714,0.9826968973747017,2.2430833426550043,True,False,False,False,Above IQR upper fence for cluster (>776.45 USD/benef),Protection (keywords: gbv)
Education,Syria,2021,Triangle Generation Humanitaire,Enhancing access to Education in Emergency in Idleb and Hama governorates,624312.45,806.0,774.5812034739454,0.9901719901719902,2.3451838518808996,True,False,True,False,Above IQR upper fence for cluster (>683.82 USD/benef); 99.0th percentile CPB in cluster (>= 99th),Education (keywords: education)
Health,Lebanon,2025,Caritas Lebanon,Provision of lifesaving assistance through health support to vulnerable populations affected by climate and conflict-related shocks in Saida and Akkar,649967.46,850.0,764.6676,0.9808558558558559,2.728182605126792,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Health,oPt,2020,Physicians for Human Rights Israel,"Conducting Surgeries, Issuing Referrals and Supporting Patients whose Permit Requests to Exit Gaza for Treatment have been Denied",249790.7,330.0,756.9415151515152,0.9804804804804805,2.7213853154195315,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: referral)
Health,Syria,2020,United Nations Children's Fund,Provision of personal protective equipment (PPE) for health workers,3000000.03,4000.0,750.0000074999999,0.9801051051051051,2.715218852068549,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Education,Lebanon,2023,Lebanese Association for Popular Action,Access to education &amp; child protection of the out of school children and their caregivers affected by the crisis in the education sector and vulnerabilities resulting from the crisis in South Lebanon,600000.0,800.0,750.0,0.9889434889434889,2.3153233850464887,True,False,False,False,Above IQR upper fence for cluster (>683.82 USD/benef),"Education (keywords: education, school); also matched: Protection"
Health,oPt,2025,Palestinian Medical Relief Society,Gaza health response,299995.9,400.0,749.9897500000001,0.9797297297297297,2.71520969768914,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Education,Lebanon,2021,Adventist Development and Relief Agency,Addressing Barriers to Education for 330 vulnerable Children in Mount Lebanon and Baalbek through Retention Support Programs,513106.26,685.0,749.0602335766423,0.9877149877149877,2.3141624517352293,True,False,False,False,Above IQR upper fence for cluster (>683.82 USD/benef),Education (keywords: education); also matched: Shelter/NFI
Health,Jordan,2017,UN PONTE PER,Adreen (We can): Health assistance and inclusion for marginalised people with disabilities from the Syrian and host communities in Irbid and Amman governorates.,362684.53,485.0,747.8031546391753,0.9793543543543544,2.7132553913625412,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Health,Lebanon,2020,Syrian American Medical Society Foundation,"Provision of Top Up Contributions for Life-Saving Non-COVID-19 Hospital Care for 500 Syrian refugees, 150 Palestinian Refugees, and 250 Vulnerable Lebanese Hosts in Akkar, Baalbek, Beirut, Bekaa, Nabatieh, Mt. Lebanon, and North and South Lebanon",657982.59,900.0,731.0917666666667,0.978978978978979,2.698127814572682,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: hospital)
WASH,Lebanon,2018,Ninurta,Life skills support and well-being sessions for vulnerable Syrian refugee women and their children residing in underprivileged suburbs of Beirut through occupational trainings,101603.63,140.0,725.7402142857143,0.9896818572656921,2.928538438748664,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: well)
Education,Lebanon,2021,Fondazione Terres des Hommes Italia,"Provision of inclusive educational opportunities for 594 vulnerable Lebanese children, 315 Palestinian refugee children and 66 Syrian refugee children in Beirut, Mount Lebanon and Baalbeck/Hermel Governorates",755151.0,1072.0,704.4319029850747,0.9864864864864865,2.2572849040969207,True,False,False,False,Above IQR upper fence for cluster (>683.82 USD/benef),Education (keywords: education)
WASH,oPt,2022,MA’AN Development Center,Improved access to domestic and drinking water for the most vulnerable communities in Area C of West Bank,349679.5,498.0,702.1676706827309,0.9892519346517626,2.902276741818836,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: water)
Health,oPt,2018,DanChurchAid,Safe and secure trauma and non-trauma management for Gaza vulnerable people.,721996.37,1030.0,700.9673495145631,0.9786036036036037,2.6699636123668133,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: trauma)
Health,Syria Cross border,2020,International NGO,Supporting the Functionality of 3 Community- Based Isolation Centers in North-West Syria by Human Appeal International Under the Health Cluster/ Gaziantep Hub COVID-19 Preparedness and Response Plan.,1049391.52,1500.0,699.5943466666666,0.9782282282282282,2.6686512764698413,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Health,Lebanon,2023,Syrian American Medical Society Foundation,"Pillar 1: Health Sector: Enhancing Nationwide Access to Secondary Healthcare for Underserved Communities (Lebanese patients, psychiatric Lebanese, migrant, and non-Syrian refugee patients)",506714.29,726.0,697.9535674931129,0.9778528528528528,2.667079613922583,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
WASH,Lebanon,2025,Nusaned,Pillar 3 feeding into Pillar 1 - Agriculture and WASH response interventions in conflict-affected areas in the South of Lebanon,399630.51,581.0,687.8322030981067,0.9888220120378332,2.885871237988073,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),"WASH (keywords: wash); also matched: Food Security, Nutrition"
WASH,Syria Cross border,2022,National NGO,Providing Dignified Shelter Solutions in Prioritized IDP Camps in NW Syria through an Integrated Shelter and WASH Response (Envelope 1),1499999.35,2184.0,686.8128891941392,0.9883920894239037,2.884691747307318,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash); also matched: Shelter/NFI
WASH,Ukraine,2025,Charity Foundation “NEW WAY”,"Life-saving winter-specific assistance for vulnerable populations who remain close to the frontline or are affected by the airstrikes, as well as IDPs from frontline areas living in CCs.",856458.55,1256.0,681.8937500000001,0.9879621668099742,2.878974885691823,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: well)
Health,Somalia,2015,Relief International UK,Strengthening Protection Referral Pathways in Hiraan,147281.23,220.0,669.4601363636364,0.9774774774774775,2.6391809525160577,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: referral); also matched: Protection
Nutrition,Syria Cross border,2020,International NGO,SAMS Covid-19 Case Management Activities in NWS,1029540.37,1544.0,666.8007577720207,0.9849785407725322,2.3966214955226652,True,False,False,False,Above IQR upper fence for cluster (>454.63 USD/benef),Nutrition (keywords: sam); also matched: Protection
Health,Syria,2016,Al-Ihsan Charity and Development Association,Providing Lifesaving Healthcare Services,399993.0,605.0,661.1454545454545,0.9771021021021021,2.6308157276572133,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
WASH,oPt,2017,NGO Development Center,Utilizing solar/photovoltaic energy to operate agricultural water wells and pumping systems,510159.42,798.0,639.2975187969924,0.9875322441960447,2.8276730271607473,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),"WASH (keywords: water, well); also matched: Food Security"
Health,Syria,2020,Al Birr Charity and social services association,Equipping and Rehabilitation 2nd floor of Al-Birr Hospital as an Isolation center for affected by COVID-19,349997.0,550.0,636.3581818181818,0.9767267267267268,2.6052387821229583,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: hospital)
Health,Lebanon,2022,Syrian American Medical Society Foundation,"Pilar 1: Improve access to hospital care through Top-up financial contribution for access to secondary care for vulnerable persons in need nationwide (650 Vulnerable Lebanese, 650 displaced Syrians, 100 migrants, 100 PRL/PRS, and 50 psychiatric) 
",978580.37,1550.0,631.3421741935484,0.9763513513513513,2.5999419096365033,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: hospital)
Health,Jordan,2018,MEDAIR,Cash-for-Health Assistance to Strengthen Resilience in Syrian Refugees and Vulnerable Jordanians in Jordan,399442.02,635.0,629.0425511811023,0.975975975975976,2.5974994371931484,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
WASH,oPt,2021,Applied Research Institute - Jerusalem,"Improving the Access of Vulnerable People in Al Aqaba  to equitable, affordable and sustainable safely-managed WASH services",347001.0,559.0,620.7531305903399,0.9871023215821152,2.8042613278326796,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash)
Health,Jordan,2018,MEDAIR,Cash for Health Assistance to Syrian Refugees and Vulnerable Jordanians,393525.77,646.0,609.1730185758514,0.9756006006006006,2.5760159712305017,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Health,Lebanon,2019,Restart Center,"Providing Health Services to 300 displaced Syrian and vulnerable Lebanese Children at Risk in North Lebanon (particularly Batroun, Chekka, Qobbeh, Beb El Tabbaneh and Jabal Mohsen) and the Southern Suburbs of Beirut (particularly Baabda, Aley, Beirut, El Meten, El Chouf and Keserwan) as well as to 550 displaced Syrian and vulnerable Lebanese Persons with Mental illness in the same areas in North Lebanon, Beirut, and Mount Lebanon (particularly Jbeil, Keserwan, El Meten, Baabda, Aley, El Chouf).",612900.19,1011.0,606.2316419386746,0.9752252252252253,2.572776260270786,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),"Health (keywords: health); also matched: Nutrition, WASH"
Health,Syria Cross border,2020,National NGO,Scaling-up Preparedness and Health Response for COVID-19 in Northwest Syria.,721254.9,1200.0,601.04575,0.9748498498498499,2.5670259041413046,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Health,Sudan,2021,International NGO,COVID response- Khartoum teaching Hospital Isolation Centre,300000.0,500.0,600.0,0.9744744744744744,2.5658603187162483,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: hospital)
Nutrition,Syria,2024,Charity and Social Services Society Dara'a,Improve access to lifesaving preventive nutrition specific intervention for girls and boys aged 6-59 months and Plws in Daraa,335535.95,570.0,588.6595614035087,0.9842632331902719,2.305111271154315,True,False,False,False,Above IQR upper fence for cluster (>454.63 USD/benef),Nutrition (keywords: nutrition)
Health,Lebanon,2018,Caritas Lebanon,Comprehensive Protection and Health Services for vulnerable elderly in North Lebanon,537398.98,922.0,582.8622342733189,0.9740990990990991,2.5464636967140253,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health); also matched: Protection
WASH,Colombia (RhPF),2024,Secretariado Nacional de Pastoral Social - Cáritas Colombiana,Resiliencia comunitaria en San José del Guaviare para la seguridad alimentaria y WASH,208580.3,358.0,582.6265363128491,0.9866723989681857,2.7538477180972905,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash)
Health,Lebanon,2024,Restart Center,"Supporting Health, Protection, and Food Security for individuals impacted by the displacement and conflict and other vulnerable populations across North Lebanon, Beirut, and Mount Lebanon.",899999.99,1560.0,576.9230705128205,0.9737237237237237,2.5396083855722043,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),"Health (keywords: health); also matched: Food Security, Protection"
WASH,Syria Cross border,2021,National NGO,"Envelope 1 (82%), Envelope 2 (18%), Construction of dignified shelter structures including the WASH facilities to host the most vulnerable people who live in shelters that don't provide them with appropriate protection from weather conditions, the effects of floods, and does not ensure privacy and dignity.",1389530.84,2411.0,576.3296723351307,0.9862424763542562,2.745205233166679,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),"WASH (keywords: wash); also matched: Protection, Shelter/NFI"
Health,Syria,2016,Al Afia Fund Charity,Providing Cardiac Medical Care to poor and IDP patients in Homs,299600.0,536.0,558.955223880597,0.9733483483483484,2.518430815140025,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: medical)
WASH,oPt,2024,MA’AN Development Center,Humanitarian Response to Improve Access to Water Services for the Underserved/Unserved Communities in Area C,377287.97,695.0,542.8603884892086,0.9858125537403267,2.697622524490895,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: water)
Health,Ukraine,2024,UK-Med,"Enhancing access to trauma care and support for medical patients and their families after exposure to violence, land mines and other explosive remnants of war",2494747.92,4710.0,529.6704713375796,0.972972972972973,2.4824108369969182,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),"Health (keywords: medical, trauma); also matched: Mine Action"
Health,Iraq,2016,Agency for Technical Cooperation and Development,IM Support and IDP Site Referral System to the CCCM Cluster and Partners,210000.13,400.0,525.000325,0.9725975975975976,2.476483056914866,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: referral)
WASH,Nigeria,2020,Norwegian Church Aid,"Emergency GBV Response integrated with WASH component to Conflict Affected Women, Girls, Men and Boys in Borno State, North-East Nigeria",209962.73,400.0,524.906825,0.9853826311263972,2.670874477071745,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash); also matched: Protection
Health,Lebanon,2022,Restart Center,"Priority 3: 

Forgotten behind bars: Providing health and protection services to one of the most vulnerable populations in North Lebanon; particularly persons deprived of their liberty in places of detention.",257841.32,500.0,515.68264,0.9722222222222222,2.464496985526992,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),"Health (keywords: health); also matched: Protection, Shelter/NFI"
WASH,Jordan,2019,Action Contre la faim,"Safe and equitable access to private latrine services for men, women, boys, and girls with disabilities in Azraq Camp",329601.0,644.0,511.8027950310559,0.9849527085124677,2.6507674458771913,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: latrine)
WASH,oPt,2022,DanChurchAid,Improving and increasing protection measures as well as respect of IHL and IHRL,200035.68,400.0,500.0892,0.9845227858985383,2.6323532602482924,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: well); also matched: Protection
Nutrition,South Sudan,2016,United Nations Children's Fund,Scaling up Life Saving SAM Nutrition Interventions in South Sudan,600000.0,1200.0,500.0,0.9831902718168812,2.18526426566367,True,False,False,False,Above IQR upper fence for cluster (>454.63 USD/benef),"Nutrition (keywords: nutrition, sam)"
Nutrition,CAR,2020,Médecins d'Afrique,"PROJET D'APPUI A LA COFACILITATION DES CLUSTERS NATIONAUX SANTE ET NUTRITION, EN RCA",60000.0,120.0,500.0,0.9831902718168812,2.18526426566367,True,False,False,False,Above IQR upper fence for cluster (>454.63 USD/benef),Nutrition (keywords: nutrition)
Health,Ukraine,2021,Medicos del Mundo,Improving access to essential healthcare services and living conditions of the most vulnerable conflict-affected population in Kharkiv and Zaporizhzhia oblasts ,500000.0,1000.0,500.0,0.9718468468468469,2.4438255167220797,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
WASH,Syria Cross border,2024,National NGO,"Rehabilitation of Damaged Houses and Infrastructure in Idleb: Supporting Sustainable Return and Resilience of Displaced Families through Integrated Shelter,WASH,Protection,and Livelihood Interventions",1499976.46,3074.0,487.9559076122316,0.9840928632846088,2.612818827913345,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),"WASH (keywords: wash); also matched: Food Security, Protection, Shelter/NFI"
Health,Syria,2025,Syrian Arab Red Crescent,"48hrs 3rd Envelope Emergency Response Plan for Syria: Rapid Health Services, Hygiene, and Essential Aid Deployment",999845.2,2097.0,476.7979017644253,0.9714714714714715,2.412021650520764,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health); also matched: WASH
Nutrition,Nigeria,2019,Plan International,"Provision of life saving assistance to the conflict affected vulnerable people through treatment of complicated Severe acute malnutrition in Mafa Local government area in Borno state, North east Nigeria",300065.27,640.0,468.85198437500003,0.9821173104434907,2.1380412797952326,True,False,False,False,Above IQR upper fence for cluster (>454.63 USD/benef),"Nutrition (keywords: nutrition, malnutrition)"
Health,Lebanon,2025,Mousawat organization,"Improving Access to Inclusive Primary Health Care and Rehabilitation Services for Persons with Disabilities and Vulnerable Populations in Saida District, Lebanon",247318.87,540.0,457.9979074074074,0.9710960960960962,2.385095442238131,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
